ID,ementa detalhada,temas,sub_ementas,tokens_temas,tema_principal,similaridade,cluster,Tema_Cluster
8379,"Altera a Lei nº 13.105, de 16 de março de 2015.","Direito Civil e Processual Civil, Direito e Justiça","['Altera a Lei nº 13.105', 'de 16 de março de 2015.']","['Direito Civil e Processual Civil', 'Direito e Justiça']",Direito Civil e Processual Civil,0.4541132092475891,45,Direitos Humanos e Minorias
8411,Altera a Lei nº 9.250 de 1995.,"Direitos Humanos e Minorias, Educação, Finanças Públicas e Orçamento",['Altera a Lei nº 9.250 de 1995.'],"['Direitos Humanos e Minorias', 'Educação', 'Finanças Públicas e Orçamento']",Direitos Humanos e Minorias,0.4242953062057495,36,Finanças Públicas e Orçamento
8432,"Altera o Decreto-lei nº 2.848, de 7 de dezembro de 1940.","Direito e Justiça, Direito Penal e Processual Penal","['Altera o Decreto-lei nº 2.848', 'de 7 de dezembro de 1940.']","['Direito e Justiça', 'Direito Penal e Processual Penal']",Direito e Justiça,0.459257529841529,8,Direito Penal e Processual Penal
8442,"Altera a Lei nº 10.925, de 23 de julho de 2004.","Agricultura, Pecuária, Pesca e Extrativismo, Economia, Finanças Públicas e Orçamento","['Altera a Lei nº 10.925', 'de 23 de julho de 2004.']","['Agricultura', 'Pecuária', 'Pesca e Extrativismo', 'Economia', 'Finanças Públicas e Orçamento']",Agricultura,0.4184526960055033,30,Finanças Públicas e Orçamento
8443,"Altera a Lei nº 14.192, de 4 de agosto de 2021.","Direitos Humanos e Minorias, Política, Partidos e Eleições, Processo Legislativo e Atuação Parlamentar","['Altera a Lei nº 14.192', 'de 4 de agosto de 2021.']","['Direitos Humanos e Minorias', 'Política', 'Partidos e Eleições', 'Processo Legislativo e Atuação Parlamentar']",Direitos Humanos e Minorias,0.4939828740225898,27,Direito Civil e Processual Civil
8447,Altera a Lei nº 10.406 de 2002.,"Direito Civil e Processual Civil, Meio Ambiente e Desenvolvimento Sustentável",['Altera a Lei nº 10.406 de 2002.'],"['Direito Civil e Processual Civil', 'Meio Ambiente e Desenvolvimento Sustentável']",Direito Civil e Processual Civil,0.5009210705757141,10,Direito Civil e Processual Civil
8451,Altera a Lei nº 11.634 de 2007.,"Direito Civil e Processual Civil, Direitos Humanos e Minorias, Saúde",['Altera a Lei nº 11.634 de 2007.'],"['Direito Civil e Processual Civil', 'Direitos Humanos e Minorias', 'Saúde']",Direito Civil e Processual Civil,0.47853729128837585,1,Direito Civil e Processual Civil
8522,Altera a Lei nº 9.394 de 1996.,"Educação, Finanças Públicas e Orçamento",['Altera a Lei nº 9.394 de 1996.'],"['Educação', 'Finanças Públicas e Orçamento']",Educação,0.406441867351532,20,Direitos Humanos e Minorias
8525,Altera o Decreto-Lei nº 2.848 de 1940.,Direito Penal e Processual Penal,['Altera o Decreto-Lei nº 2.848 de 1940.'],['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.48191145062446594,41,Direito Penal e Processual Penal
8553,Altera o Decreto-lei nº 5.452 de 1943.,"Direitos Humanos e Minorias, Saúde",['Altera o Decreto-lei nº 5.452 de 1943.'],"['Direitos Humanos e Minorias', 'Saúde']",Direitos Humanos e Minorias,0.41986191272735596,15,Direitos Humanos e Minorias
8579,Revoga os Decretos nº 63.778  de 1978 e 4.763  de 1965.,"Direitos Humanos e Minorias, Meio Ambiente e Desenvolvimento Sustentável",['Revoga os Decretos nº 63.778  de 1978 e 4.763  de 1965.'],"['Direitos Humanos e Minorias', 'Meio Ambiente e Desenvolvimento Sustentável']",Direitos Humanos e Minorias,0.4557498097419739,29,Direitos Humanos e Minorias
8591,"Altera a Lei nº 9.248, de 26 de dezembro de 1995.","Direito e Justiça, Direito Penal e Processual Penal","['Altera a Lei nº 9.248', 'de 26 de dezembro de 1995.']","['Direito e Justiça', 'Direito Penal e Processual Penal']",Direito e Justiça,0.43689423862923965,35,Direitos Humanos e Minorias
8593,Altera as Leis nº 9.069 de 1995 e 14.133 de 2021.,"Administração Pública, Direitos Humanos e Minorias, Finanças Públicas e Orçamento, Trabalho e Emprego",['Altera as Leis nº 9.069 de 1995 e 14.133 de 2021.'],"['Administração Pública', 'Direitos Humanos e Minorias', 'Finanças Públicas e Orçamento', 'Trabalho e Emprego']",Administração Pública,0.43575114011764526,35,Direitos Humanos e Minorias
8598,Altera as Leis nº 9.998 de 200 e 6.001 de 1973.,"Administração Pública, Comunicações, Direitos Humanos e Minorias",['Altera as Leis nº 9.998 de 200 e 6.001 de 1973.'],"['Administração Pública', 'Comunicações', 'Direitos Humanos e Minorias']",Administração Pública,0.4126037359237671,47,Direitos Humanos e Minorias
8624,Altera o Decreto-lei 5.452 de 1943.,Trabalho e Emprego,['Altera o Decreto-lei 5.452 de 1943.'],['Trabalho e Emprego'],Trabalho e Emprego,0.4417480528354645,43,Meio Ambiente e Desenvolvimento Sustentável
8632,Altera as Leis nº 9.504 de 1997 e 9.096 de 1995.,"Defesa e Segurança, Política, Partidos e Eleições",['Altera as Leis nº 9.504 de 1997 e 9.096 de 1995.'],"['Defesa e Segurança', 'Política', 'Partidos e Eleições']",Defesa e Segurança,0.4347383379936218,35,Direitos Humanos e Minorias
8707,Altera as Leis nº 8.981 de 1995 e 9.065 de 1995.,"Finanças Públicas e Orçamento, Indústria, Comércio e Serviços",['Altera as Leis nº 8.981 de 1995 e 9.065 de 1995.'],"['Finanças Públicas e Orçamento', 'Indústria', 'Comércio e Serviços']",Finanças Públicas e Orçamento,0.43860989809036255,7,Finanças Públicas e Orçamento
8720,Altera a Lei nº 9.250 de 1995.,"Direitos Humanos e Minorias, Educação, Finanças Públicas e Orçamento",['Altera a Lei nº 9.250 de 1995.'],"['Direitos Humanos e Minorias', 'Educação', 'Finanças Públicas e Orçamento']",Direitos Humanos e Minorias,0.4242953062057495,36,Finanças Públicas e Orçamento
8724,Alter a Lei nº 4.737 de 1965.,"Direito Penal e Processual Penal, Direitos Humanos e Minorias, Política, Partidos e Eleições",['Alter a Lei nº 4.737 de 1965.'],"['Direito Penal e Processual Penal', 'Direitos Humanos e Minorias', 'Política', 'Partidos e Eleições']",Direito Penal e Processual Penal,0.4809449315071106,41,Direito Penal e Processual Penal
8725,"Altera a Lei nº 9.605, de 12 de feveirro de 1998.","Meio Ambiente e Desenvolvimento Sustentável, Trabalho e Emprego","['Altera a Lei nº 9.605', 'de 12 de feveirro de 1998.']","['Meio Ambiente e Desenvolvimento Sustentável', 'Trabalho e Emprego']",Meio Ambiente e Desenvolvimento Sustentável,0.3967785366038059,28,Direitos Humanos e Minorias
8727,Altera a Lei nº 10.848 de 2004.,"Direito e Defesa do Consumidor, Energia, Recursos Hídricos e Minerais, Meio Ambiente e Desenvolvimento Sustentável",['Altera a Lei nº 10.848 de 2004.'],"['Direito e Defesa do Consumidor', 'Energia', 'Recursos Hídricos e Minerais', 'Meio Ambiente e Desenvolvimento Sustentável']",Direito e Defesa do Consumidor,0.5028982162475586,40,Direito e Defesa do Consumidor
8738,Altera a Lei nº 4.737 de 1965.,"Administração Pública, Política, Partidos e Eleições, Processo Legislativo e Atuação Parlamentar",['Altera a Lei nº 4.737 de 1965.'],"['Administração Pública', 'Política', 'Partidos e Eleições', 'Processo Legislativo e Atuação Parlamentar']",Administração Pública,0.5439004898071289,5,Trabalho e Emprego
8744,Altera a Lei nº.9.656 de 1998.,"Direito Civil e Processual Civil, Direito e Defesa do Consumidor, Saúde",['Altera a Lei nº.9.656 de 1998.'],"['Direito Civil e Processual Civil', 'Direito e Defesa do Consumidor', 'Saúde']",Direito Civil e Processual Civil,0.4991981089115143,10,Direito Civil e Processual Civil
8746,Altera o Decreto-lei nº 2.848 de 1940.,"Direito Penal e Processual Penal, Trabalho e Emprego",['Altera o Decreto-lei nº 2.848 de 1940.'],"['Direito Penal e Processual Penal', 'Trabalho e Emprego']",Direito Penal e Processual Penal,0.46050721406936646,8,Direito Penal e Processual Penal
8753,"Altera a Lei nº 7.713, de 22 de dezembro de 1988.","Economia, Finanças Públicas e Orçamento","['Altera a Lei nº 7.713', 'de 22 de dezembro de 1988.']","['Economia', 'Finanças Públicas e Orçamento']",Economia,0.393989826136447,28,Direitos Humanos e Minorias
8761,Altera a Lei nº 5.655 de 1971.,"Administração Pública, Energia, Recursos Hídricos e Minerais",['Altera a Lei nº 5.655 de 1971.'],"['Administração Pública', 'Energia', 'Recursos Hídricos e Minerais']",Administração Pública,0.4178602397441864,30,Finanças Públicas e Orçamento
8764,Altera o Decreto-lei nº 2.848 de 1940.,"Direito Penal e Processual Penal, Direitos Humanos e Minorias, Saúde",['Altera o Decreto-lei nº 2.848 de 1940.'],"['Direito Penal e Processual Penal', 'Direitos Humanos e Minorias', 'Saúde']",Direito Penal e Processual Penal,0.46050721406936646,8,Direito Penal e Processual Penal
8795,Altera a Lei nº 10.406 de 2002.,"Defesa e Segurança, Direito Civil e Processual Civil",['Altera a Lei nº 10.406 de 2002.'],"['Defesa e Segurança', 'Direito Civil e Processual Civil']",Defesa e Segurança,0.5009211301803589,10,Direito Civil e Processual Civil
8797,Altera as Leis nº 8.987 de 1995 e 8.631 de 1993.,"Direito e Defesa do Consumidor, Energia, Recursos Hídricos e Minerais",['Altera as Leis nº 8.987 de 1995 e 8.631 de 1993.'],"['Direito e Defesa do Consumidor', 'Energia', 'Recursos Hídricos e Minerais']",Direito e Defesa do Consumidor,0.4922143518924713,49,Direito Civil e Processual Civil
8835,Altera o Decreto-lei nº 2.848 de 1940.,Direito Penal e Processual Penal,['Altera o Decreto-lei nº 2.848 de 1940.'],['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.4605073034763336,8,Direito Penal e Processual Penal
8839,Altera a Lei nº 9.998 de 2000.,"Comunicações, Direito e Defesa do Consumidor, Finanças Públicas e Orçamento",['Altera a Lei nº 9.998 de 2000.'],"['Comunicações', 'Direito e Defesa do Consumidor', 'Finanças Públicas e Orçamento']",Comunicações,0.47374019026756287,39,Direito Penal e Processual Penal
8864,Altera a Lei nº 9.503 de 1997.,"Agricultura, Pecuária, Pesca e Extrativismo, Viação, Transporte e Mobilidade",['Altera a Lei nº 9.503 de 1997.'],"['Agricultura', 'Pecuária', 'Pesca e Extrativismo', 'Viação', 'Transporte e Mobilidade']",Agricultura,0.38544437289237976,48,Viação
8897,Altera a Lei nº 8.176 de 1991.,"Economia, Energia, Recursos Hídricos e Minerais, Indústria, Comércio e Serviços",['Altera a Lei nº 8.176 de 1991.'],"['Economia', 'Energia', 'Recursos Hídricos e Minerais', 'Indústria', 'Comércio e Serviços']",Economia,0.38596609234809875,48,Viação
8912,"Altera a Lei nº 9.503, de 23 de setembro de 1997.","Direito e Justiça, Viação, Transporte e Mobilidade","['Altera a Lei nº 9.503', 'de 23 de setembro de 1997.']","['Direito e Justiça', 'Viação', 'Transporte e Mobilidade']",Direito e Justiça,0.4050414498816145,20,Direitos Humanos e Minorias
8939,"Altera o Decreto-lei nº 2.848, de 7 de dezembro de 1940.",Direito Penal e Processual Penal,"['Altera o Decreto-lei nº 2.848', 'de 7 de dezembro de 1940.']",['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.44005863202942747,7,Finanças Públicas e Orçamento
8976,"Altera a Lei nº 9.365, de 16 de dezembro 1996.","Administração Pública, Energia, Recursos Hídricos e Minerais","['Altera a Lei nº 9.365', 'de 16 de dezembro 1996.']","['Administração Pública', 'Energia', 'Recursos Hídricos e Minerais']",Administração Pública,0.4317867715250362,0,Trabalho e Emprego
8978,Altera as Leis nº 6.015 de 1973; 7.116 de 1983; 9.503 de 1997 e 13.444 de 2017.,"Direito Civil e Processual Civil, Direitos Humanos e Minorias","['Altera as Leis nº 6.015 de 1973', '7.116 de 1983', '9.503 de 1997 e 13.444 de 2017.']","['Direito Civil e Processual Civil', 'Direitos Humanos e Minorias']",Direito Civil e Processual Civil,0.4597284690539042,8,Direito Penal e Processual Penal
9006,"Altera a Lei nº 8.906, de 4 de julho de 1994.",Trabalho e Emprego,"['Altera a Lei nº 8.906', 'de 4 de julho de 1994.']",['Trabalho e Emprego'],Trabalho e Emprego,0.40772759706475015,6,Finanças Públicas e Orçamento
9015,"Altera a Lei nº 8.080, de 19 de setembro de 1990.",Saúde,"['Altera a Lei nº 8.080', 'de 19 de setembro de 1990.']",['Saúde'],Saúde,0.30692681479961315,4,Educação
9022,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940, Decreto-Lei nº 3.689, de 3 de outubro de 1941, Lei nº 7.210, de 11 de julho de 1984","Direito e Justiça, Direito Penal e Processual Penal","['Altera o Decreto-Lei nº 2.848', 'de 7 de dezembro de 1940', 'Decreto-Lei nº 3.689', 'de 3 de outubro de 1941', 'Lei nº 7.210', 'de 11 de julho de 1984']","['Direito e Justiça', 'Direito Penal e Processual Penal']",Direito e Justiça,0.4510818453935477,12,Direito Penal e Processual Penal
9108,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998.","Direito Penal e Processual Penal, Meio Ambiente e Desenvolvimento Sustentável","['Altera a Lei nº 9.605', 'de 12 de fevereiro de 1998.']","['Direito Penal e Processual Penal', 'Meio Ambiente e Desenvolvimento Sustentável']",Direito Penal e Processual Penal,0.407258827239275,6,Finanças Públicas e Orçamento
9119,"Altera a Lei nº 14.597, de 14 de junho de 2023.","Direito Penal e Processual Penal, Esporte e Lazer","['Altera a Lei nº 14.597', 'de 14 de junho de 2023.']","['Direito Penal e Processual Penal', 'Esporte e Lazer']",Direito Penal e Processual Penal,0.4499099744690789,12,Direito Penal e Processual Penal
9129,"Altera o Decreto-Lei nº 3.689, de 3 de outubro de 1941",Direito Penal e Processual Penal,"['Altera o Decreto-Lei nº 3.689', 'de 3 de outubro de 1941']",['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.4376868021029693,35,Direitos Humanos e Minorias
9130,"Altera a Lei nº 6.015, de 31 de dezembro de 1973.",Cidades e Desenvolvimento Urbano,"['Altera a Lei nº 6.015', 'de 31 de dezembro de 1973.']",['Cidades e Desenvolvimento Urbano'],Cidades e Desenvolvimento Urbano,0.4366661234104887,35,Direitos Humanos e Minorias
9132,"Altera a Lei nº 8.989, de 24 de fevereiro de 1995.","Finanças Públicas e Orçamento, Trabalho e Emprego, Viação, Transporte e Mobilidade","['Altera a Lei nº 8.989', 'de 24 de fevereiro de 1995.']","['Finanças Públicas e Orçamento', 'Trabalho e Emprego', 'Viação', 'Transporte e Mobilidade']",Finanças Públicas e Orçamento,0.415242251008749,30,Finanças Públicas e Orçamento
9179,Altera a Lei nº 8.069 de 1990.,"Direito Civil e Processual Civil, Direitos Humanos e Minorias",['Altera a Lei nº 8.069 de 1990.'],"['Direito Civil e Processual Civil', 'Direitos Humanos e Minorias']",Direito Civil e Processual Civil,0.4830743670463562,41,Direito Penal e Processual Penal
9181,Atera as Leis nº 10.438 de 2002 e 11.445 de 2007.,"Direitos Humanos e Minorias, Energia, Recursos Hídricos e Minerais, Finanças Públicas e Orçamento",['Atera as Leis nº 10.438 de 2002 e 11.445 de 2007.'],"['Direitos Humanos e Minorias', 'Energia', 'Recursos Hídricos e Minerais', 'Finanças Públicas e Orçamento']",Direitos Humanos e Minorias,0.44407761096954346,42,Direitos Humanos e Minorias
9185,Altera a Lei nº 8.072 de 1990.,"Direito Penal e Processual Penal, Direitos Humanos e Minorias",['Altera a Lei nº 8.072 de 1990.'],"['Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Direito Penal e Processual Penal,0.47342565655708313,39,Direito Penal e Processual Penal
9186,Altera o Decreto-lei nº 2.848 de 1940.,"Direito Penal e Processual Penal, Direitos Humanos e Minorias",['Altera o Decreto-lei nº 2.848 de 1940.'],"['Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Direito Penal e Processual Penal,0.46050721406936646,8,Direito Penal e Processual Penal
9249,Altera a Lei nº 5.194 de 1966.,"Administração Pública, Trabalho e Emprego",['Altera a Lei nº 5.194 de 1966.'],"['Administração Pública', 'Trabalho e Emprego']",Administração Pública,0.4272059500217438,26,Direitos Humanos e Minorias
9296,"Altera a Lei nº 9.504, de 30 de setembro de 1997.","Política, Partidos e Eleições","['Altera a Lei nº 9.504', 'de 30 de setembro de 1997.']","['Política', 'Partidos e Eleições']",Política,0.4074392819658239,6,Finanças Públicas e Orçamento
9302,"Altera a Lei nº 13.483, de 21 de setembro de 2017, Lei nº 13.999, de 18 de maio de 2020, Lei nº 8.029, de 12 de abril de 1990.",Trabalho e Emprego,"['Altera a Lei nº 13.483', 'de 21 de setembro de 2017', 'Lei nº 13.999', 'de 18 de maio de 2020', 'Lei nº 8.029', 'de 12 de abril de 1990.']",['Trabalho e Emprego'],Trabalho e Emprego,0.4060010411616029,20,Direitos Humanos e Minorias
9316,"Altera a Lei nº 8.069, de 13 de julho de 1990.",Saúde,"['Altera a Lei nº 8.069', 'de 13 de julho de 1990.']",['Saúde'],Saúde,0.301072084768252,4,Educação
9317,Altera a Lei nº 13.445 de 2017.,"Direito Penal e Processual Penal, Relações Internacionais e Comércio Exterior",['Altera a Lei nº 13.445 de 2017.'],"['Direito Penal e Processual Penal', 'Relações Internacionais e Comércio Exterior']",Direito Penal e Processual Penal,0.44817233085632324,25,Finanças Públicas e Orçamento
9326,Altera a Lei nº 7.713 de 1988.,"Finanças Públicas e Orçamento, Trabalho e Emprego",['Altera a Lei nº 7.713 de 1988.'],"['Finanças Públicas e Orçamento', 'Trabalho e Emprego']",Finanças Públicas e Orçamento,0.4210309684276581,15,Direitos Humanos e Minorias
